,ARO Accession,Model Name,ARO Name,AMR Gene Family,Drug Class,Resistance Mechanism,CARD Short Name,Protein Accession,DNA Accession,PMID,PMID Count,PCA1,PCA2,Cluster
2707,ARO:3004509,MCR-3.8,MCR-3.8,MCR phosphoethanolamine transferase,peptide antibiotic,antibiotic target alteration,MCR-3.8,QDO66747.1,MN179494.1,29394397,1.0,0.9599485598741038,-0.6021706314453436,3
2708,ARO:3004508,MCR-3.9,MCR-3.9,MCR phosphoethanolamine transferase,peptide antibiotic,antibiotic target alteration,MCR-3.9,QDO66747.1,MN179494.1,29394397,1.0,0.9599485598741038,-0.6021706314453436,3
2709,ARO:3004325,MCR-4.1,MCR-4.1,MCR phosphoethanolamine transferase,peptide antibiotic,antibiotic target alteration,MCR-4.1,QDO66747.1,MN179494.1,28797329,1.0,0.9599485598741038,-0.6021706314453436,3
2710,ARO:3004694,MCR-4.2,MCR-4.2,MCR phosphoethanolamine transferase,peptide antibiotic,antibiotic target alteration,MCR-4.2,QDO66747.1,MN179494.1,29635007;30053115,2.0,0.9599485598741038,-0.6021706314453436,3
2711,ARO:3004695,MCR-4.3,MCR-4.3,MCR phosphoethanolamine transferase,peptide antibiotic,antibiotic target alteration,MCR-4.3,QDO66747.1,MN179494.1,29237785;30053115,2.0,0.9599485598741038,-0.6021706314453436,3
2712,ARO:3004696,MCR-4.4,MCR-4.4,MCR phosphoethanolamine transferase,peptide antibiotic,antibiotic target alteration,MCR-4.4,QDO66747.1,MN179494.1,29635007;30053115,2.0,0.9599485598741038,-0.6021706314453436,3
2713,ARO:3004697,MCR-4.5,MCR-4.5,MCR phosphoethanolamine transferase,peptide antibiotic,antibiotic target alteration,MCR-4.5,QDO66747.1,MN179494.1,29635007;30053115,2.0,0.9599485598741038,-0.6021706314453436,3
2715,ARO:3007533,MCR-4.7,MCR-4.7,MCR phosphoethanolamine transferase,peptide antibiotic,antibiotic target alteration,MCR-4.7,QDO66747.1,MN179494.1,37171842,1.0,0.9599485598741038,-0.6021706314453436,3
2716,ARO:3004332,MCR-5.1,MCR-5.1,MCR phosphoethanolamine transferase,peptide antibiotic,antibiotic target alteration,MCR-5.1,QDO66747.1,MN179494.1,30053115;28962028,2.0,0.9599485598741038,-0.6021706314453436,3
2717,ARO:3004698,MCR-5.2,MCR-5.2,MCR phosphoethanolamine transferase,peptide antibiotic,antibiotic target alteration,MCR-5.2,QDO66747.1,MN179494.1,29444245;30053115,2.0,0.9599485598741038,-0.6021706314453436,3
2718,ARO:3007282,MCR-5.3,MCR-5.3,MCR phosphoethanolamine transferase,peptide antibiotic,antibiotic target alteration,MCR-5.3,QDO66747.1,MN179494.1,30864883,1.0,0.9599485598741038,-0.6021706314453436,3
2720,ARO:3004501,MCR-6.1,MCR-6.1,MCR phosphoethanolamine transferase,peptide antibiotic,antibiotic target alteration,MCR-6.1,QDO66747.1,MN179494.1,30053008,1.0,0.9599485598741038,-0.6021706314453436,3
2721,ARO:3004517,MCR-7.1,MCR-7.1,MCR phosphoethanolamine transferase,peptide antibiotic,antibiotic target alteration,MCR-7.1,QDO66747.1,MN179494.1,29912417,1.0,0.9599485598741038,-0.6021706314453436,3
2722,ARO:3004516,MCR-8.1,MCR-8.1,MCR phosphoethanolamine transferase,peptide antibiotic,antibiotic target alteration,MCR-8.1,QDO66747.1,MN179494.1,29970891,1.0,0.9599485598741038,-0.6021706314453436,3
2723,ARO:3007229,MCR-8.2,MCR-8.2,MCR phosphoethanolamine transferase,peptide antibiotic,antibiotic target alteration,MCR-8.2,QDO66747.1,MN179494.1,30864883,1.0,0.9599485598741038,-0.6021706314453436,3
2724,ARO:3007227,MCR-8.3,MCR-8.3,MCR phosphoethanolamine transferase,peptide antibiotic,antibiotic target alteration,MCR-8.3,QDO66747.1,MN179494.1,31849875,1.0,0.9599485598741038,-0.6021706314453436,3
2725,ARO:3007228,MCR-8.4,MCR-8.4,MCR phosphoethanolamine transferase,peptide antibiotic,antibiotic target alteration,MCR-8.4,QDO66747.1,MN179494.1,30828324,1.0,0.9599485598741038,-0.6021706314453436,3
2726,ARO:3004684,MCR-9.1,MCR-9.1,MCR phosphoethanolamine transferase,peptide antibiotic,antibiotic target alteration,MCR-9.1,QDO66747.1,MN179494.1,31064835,1.0,0.9599485598741038,-0.6021706314453436,3
2727,ARO:3007011,mdeA,mdeA,major facilitator superfamily (MFS) antibiotic efflux pump,aminoglycoside antibiotic;disinfecting agents and antiseptics;fluoroquinolone antibiotic;penicillin beta-lactam;tetracycline antibiotic,antibiotic efflux,mdeA,AMD83542.1,KT852971.1,23462018,1.0,0.5557171905795806,0.7793647528552629,1
2728,ARO:3000789,mdsA,mdsA,resistance-nodulation-cell division (RND) antibiotic efflux pump,carbapenem;cephalosporin;monobactam;penicillin beta-lactam;phenicol antibiotic,antibiotic efflux,mdsA,WP_001985623.1,NC_010410.1,17919284;20497225,2.0,0.5574225883539785,0.7851362590720002,1
2729,ARO:3000790,mdsB,mdsB,resistance-nodulation-cell division (RND) antibiotic efflux pump,carbapenem;cephalosporin;monobactam;penicillin beta-lactam;phenicol antibiotic,antibiotic efflux,mdsB,WP_001985623.1,NC_010410.1,17919284;20497225,2.0,0.5574225883539785,0.7851362590720002,1
2730,ARO:3000791,mdsC,mdsC,resistance-nodulation-cell division (RND) antibiotic efflux pump,carbapenem;cephalosporin;monobactam;penicillin beta-lactam;phenicol antibiotic,antibiotic efflux,mdsC,WP_001985623.1,NC_010410.1,17919284;20497225,2.0,0.5574225883539785,0.7851362590720002,1
2731,ARO:3000792,mdtA,mdtA,resistance-nodulation-cell division (RND) antibiotic efflux pump,aminocoumarin antibiotic,antibiotic efflux,mdtA,WP_001985623.1,NC_010410.1,12107133,1.0,0.5618514143834381,0.7792731105707459,1
2732,ARO:3000793,mdtB,mdtB,resistance-nodulation-cell division (RND) antibiotic efflux pump,aminocoumarin antibiotic,antibiotic efflux,mdtB,WP_001985623.1,NC_010410.1,12107133,1.0,0.5618514143834381,0.7792731105707459,1
2733,ARO:3000794,mdtC,mdtC,resistance-nodulation-cell division (RND) antibiotic efflux pump,aminocoumarin antibiotic,antibiotic efflux,mdtC,WP_001985623.1,NC_010410.1,12107133,1.0,0.5618514143834381,0.7792731105707459,1
2734,ARO:3000795,mdtE,mdtE,resistance-nodulation-cell division (RND) antibiotic efflux pump,fluoroquinolone antibiotic;macrolide antibiotic;penicillin beta-lactam,antibiotic efflux,mdtE,WP_001985623.1,NC_010410.1,23380871,1.0,0.557993382689182,0.7870791372255033,1
2735,ARO:3000796,mdtF,mdtF,resistance-nodulation-cell division (RND) antibiotic efflux pump,fluoroquinolone antibiotic;macrolide antibiotic;penicillin beta-lactam,antibiotic efflux,mdtF,WP_001985623.1,NC_010410.1,11914367,1.0,0.557993382689182,0.7870791372255033,1
2736,ARO:3001329,mdtG,mdtG,major facilitator superfamily (MFS) antibiotic efflux pump,phosphonic acid antibiotic,antibiotic efflux,mdtG,AMD83542.1,KT852971.1,20008776,1.0,0.5526916391279547,0.7629875251544479,1
2737,ARO:3001216,mdtH,mdtH,major facilitator superfamily (MFS) antibiotic efflux pump,fluoroquinolone antibiotic,antibiotic efflux,mdtH,AMD83542.1,KT852971.1,15686558;19678712,2.0,0.6444836533436015,0.9599627008982081,1
2738,ARO:3001327,MdtK,MdtK,multidrug and toxic compound extrusion (MATE) transporter,fluoroquinolone antibiotic,antibiotic efflux,MdtK,BAD89844.2,AB204810.2,16359323,1.0,0.6444836533436015,0.9599627008982081,1
2739,ARO:3001214,mdtM,mdtM,major facilitator superfamily (MFS) antibiotic efflux pump,disinfecting agents and antiseptics;fluoroquinolone antibiotic;lincosamide antibiotic;nucleoside antibiotic;phenicol antibiotic,antibiotic efflux,mdtM,AMD83542.1,KT852971.1,23221628,1.0,0.5557171905795806,0.7793647528552629,1
2740,ARO:3003548,mdtN,mdtN,major facilitator superfamily (MFS) antibiotic efflux pump,disinfecting agents and antiseptics;nucleoside antibiotic,antibiotic efflux,mdtN,AMD83542.1,KT852971.1,8021163;19429622;11257026,3.0,0.5574225883539787,0.7851362590719918,1
2741,ARO:3003549,mdtO,mdtO,major facilitator superfamily (MFS) antibiotic efflux pump,disinfecting agents and antiseptics;nucleoside antibiotic,antibiotic efflux,mdtO,AMD83542.1,KT852971.1,19429622;11257026,2.0,0.5574225883539787,0.7851362590719918,1
2742,ARO:3003550,mdtP,mdtP,major facilitator superfamily (MFS) antibiotic efflux pump,disinfecting agents and antiseptics;nucleoside antibiotic,antibiotic efflux,mdtP,AMD83542.1,KT852971.1,19429622;11257026,2.0,0.5574225883539787,0.7851362590719918,1
2743,ARO:3007682,MdtQ,MdtQ,Outer Membrane Porin (Opr),carbapenem;cephalosporin;monobactam;penicillin beta-lactam,reduced permeability to antibiotic,MdtQ,AHB92962.1,CP006768.1,37640276,1.0,0.39688704274023956,0.1851762273438701,2
2744,ARO:3000617,mecA,mecA,methicillin resistant PBP2,carbapenem;cephalosporin;monobactam;penicillin beta-lactam,antibiotic target replacement,mecA,AGC51118.1,KC243783.1,27547406;12389036;2708325;15226303;6563036;21931689;21636525;3878127;18718557,9.0,0.42182558666371966,0.2258609589619036,2
2745,ARO:3003440,mecB,mecB,methicillin resistant PBP2,carbapenem;cephalosporin;monobactam;penicillin beta-lactam,antibiotic target replacement,mecB,AGC51118.1,KC243783.1,24302651,1.0,0.42182558666371966,0.2258609589619036,2
2746,ARO:3001209,mecC,mecC,methicillin resistant PBP2,carbapenem;cephalosporin;monobactam;penicillin beta-lactam,antibiotic target replacement,mecC,AGC51118.1,KC243783.1,28069659;23274660;22941897;21641281,4.0,0.42182558666371966,0.2258609589619036,2
2747,ARO:3005097,mecC-type BlaZ,mecC-type BlaZ,BlaZ beta-lactamase,penicillin beta-lactam,antibiotic inactivation,mecC-type_BlaZ,ABU39978.1,EF540343.1,21636525,1.0,-0.46713043304824686,-0.04419973705260228,0
2748,ARO:3005046,MecC-type methicillin resistance repressor MecI,MecC-type methicillin resistance repressor MecI,methicillin resistant PBP2,carbapenem;cephalosporin;monobactam;penicillin beta-lactam,antibiotic target replacement,MecI_rep,AGC51118.1,KC243783.1,21641281,1.0,0.42182558666371966,0.2258609589619036,2
2749,ARO:3004185,mecD,mecD,methicillin resistant PBP2,carbapenem;cephalosporin;monobactam;penicillin beta-lactam,antibiotic target replacement,mecD,AGC51118.1,KC243783.1,28272476,1.0,0.42182558666371966,0.2258609589619036,2
2750,ARO:3000124,mecI,mecI,methicillin resistant PBP2,carbapenem;cephalosporin;monobactam;penicillin beta-lactam,antibiotic target replacement,mecI,AGC51118.1,KC243783.1,24564530,1.0,0.42182558666371966,0.2258609589619036,2
2751,ARO:3000215,mecR1,mecR1,methicillin resistant PBP2,carbapenem;cephalosporin;monobactam;penicillin beta-lactam,antibiotic target replacement,mecR1,AGC51118.1,KC243783.1,1544435,1.0,0.42182558666371966,0.2258609589619036,2
2752,ARO:3003107,mef(B),mef(B),major facilitator superfamily (MFS) antibiotic efflux pump,macrolide antibiotic,antibiotic efflux,mef(B),AMD83542.1,KT852971.1,27052334;19131424,2.0,0.5566962000322091,0.8171841373190807,1
2753,ARO:3003745,mef(C),mef(C),major facilitator superfamily (MFS) antibiotic efflux pump,macrolide antibiotic;tetracycline antibiotic,antibiotic efflux,mef(C),AMD83542.1,KT852971.1,22446310,1.0,0.5557171905795806,0.7793647528552629,1
2754,ARO:3005089,mef(D),mef(D),major facilitator superfamily (MFS) antibiotic efflux pump,macrolide antibiotic,antibiotic efflux,mef(D),AMD83542.1,KT852971.1,32122903,1.0,0.5566962000322091,0.8171841373190807,1
2755,ARO:3000614,mef(E),mef(E),major facilitator superfamily (MFS) antibiotic efflux pump,macrolide antibiotic,antibiotic efflux,mef(E),AMD83542.1,KT852971.1,16189099,1.0,0.5566962000322091,0.8171841373190807,1
2756,ARO:3004659,Mef(En2),Mef(En2),major facilitator superfamily (MFS) antibiotic efflux pump,lincosamide antibiotic;macrolide antibiotic,antibiotic efflux,Mef(En2),AMD83542.1,KT852971.1,10852890,1.0,0.5597322403244053,0.7756904358738681,1
2757,ARO:3007044,mef(F),mef(F),major facilitator superfamily (MFS) antibiotic efflux pump,macrolide antibiotic,antibiotic efflux,mef(F),AMD83542.1,KT852971.1,33118027,1.0,0.5566962000322091,0.8171841373190807,1
2758,ARO:3007047,mef(H),mef(H),major facilitator superfamily (MFS) antibiotic efflux pump,macrolide antibiotic,antibiotic efflux,mef(H),AMD83542.1,KT852971.1,33956520,1.0,0.5566962000322091,0.8171841373190807,1
2760,ARO:3000616,mel,mel,msr-type ABC-F protein,macrolide antibiotic;streptogramin antibiotic,antibiotic target protection,mel,AAL73129.1,AF227521.1,23114767;22137270;16189099,3.0,0.47978845525433433,0.4219061738590911,2
2761,ARO:3000026,mepA,mepA,multidrug and toxic compound extrusion (MATE) transporter,glycylcycline;tetracycline antibiotic,antibiotic efflux,mepA,BAD89844.2,AB204810.2,15855507;16569840;15855508,3.0,0.5578671071567269,0.7908511211379637,1
2762,ARO:3000746,mepR,mepR,multidrug and toxic compound extrusion (MATE) transporter,glycylcycline;tetracycline antibiotic,antibiotic efflux,mepR,BAD89844.2,AB204810.2,15855507;16569840;15855508,3.0,0.5578671071567269,0.7908511211379637,1
2763,ARO:3000377,MexA,MexA,resistance-nodulation-cell division (RND) antibiotic efflux pump,aminocoumarin antibiotic;carbapenem;cephalosporin;diaminopyrimidine antibiotic;fluoroquinolone antibiotic;macrolide antibiotic;monobactam;penicillin beta-lactam;peptide antibiotic;phenicol antibiotic;sulfonamide antibiotic;tetracycline antibiotic,antibiotic efflux,MexA,WP_001985623.1,NC_010410.1,15117957,1.0,0.558403292163736,0.7876040614773029,1
2764,ARO:3000378,MexB,MexB,resistance-nodulation-cell division (RND) antibiotic efflux pump,aminocoumarin antibiotic;carbapenem;cephalosporin;diaminopyrimidine antibiotic;fluoroquinolone antibiotic;macrolide antibiotic;monobactam;penicillin beta-lactam;peptide antibiotic;phenicol antibiotic;sulfonamide antibiotic;tetracycline antibiotic,antibiotic efflux,MexB,WP_001985623.1,NC_010410.1,19361527;21178960;20583998;14973037,4.0,0.558403292163736,0.7876040614773029,1
2765,ARO:3000800,MexC,MexC,resistance-nodulation-cell division (RND) antibiotic efflux pump,aminocoumarin antibiotic;aminoglycoside antibiotic;cephalosporin;diaminopyrimidine antibiotic;fluoroquinolone antibiotic;macrolide antibiotic;penicillin beta-lactam;phenicol antibiotic;tetracycline antibiotic,antibiotic efflux,MexC,WP_001985623.1,NC_010410.1,9449262,1.0,0.5574225883539787,0.7851362590720371,1
2766,ARO:3000801,MexD,MexD,resistance-nodulation-cell division (RND) antibiotic efflux pump,aminocoumarin antibiotic;aminoglycoside antibiotic;cephalosporin;diaminopyrimidine antibiotic;fluoroquinolone antibiotic;macrolide antibiotic;penicillin beta-lactam;phenicol antibiotic;tetracycline antibiotic,antibiotic efflux,MexD,WP_001985623.1,NC_010410.1,8878035;9449262,2.0,0.5574225883539787,0.7851362590720371,1
2767,ARO:3000803,MexE,MexE,resistance-nodulation-cell division (RND) antibiotic efflux pump,diaminopyrimidine antibiotic;fluoroquinolone antibiotic;phenicol antibiotic,antibiotic efflux,MexE,WP_001985623.1,NC_010410.1,10515918,1.0,0.559138485477615,0.7909938838690813,1
2768,ARO:3000804,MexF,MexF,resistance-nodulation-cell division (RND) antibiotic efflux pump,diaminopyrimidine antibiotic;fluoroquinolone antibiotic;phenicol antibiotic,antibiotic efflux,MexF,WP_001985623.1,NC_010410.1,10515918,1.0,0.559138485477615,0.7909938838690813,1
2769,ARO:3000806,MexG,MexG,resistance-nodulation-cell division (RND) antibiotic efflux pump,disinfecting agents and antiseptics;fluoroquinolone antibiotic;tetracycline antibiotic,antibiotic efflux,MexG,WP_001985623.1,NC_010410.1,12917802;15817779,2.0,0.5574225883539786,0.7851362590720204,1
2770,ARO:3000807,MexH,MexH,resistance-nodulation-cell division (RND) antibiotic efflux pump,disinfecting agents and antiseptics;fluoroquinolone antibiotic;tetracycline antibiotic,antibiotic efflux,MexH,WP_001985623.1,NC_010410.1,12917802;15817779,2.0,0.5574225883539786,0.7851362590720204,1
2771,ARO:3000808,MexI,MexI,resistance-nodulation-cell division (RND) antibiotic efflux pump,disinfecting agents and antiseptics;fluoroquinolone antibiotic;tetracycline antibiotic,antibiotic efflux,MexI,WP_001985623.1,NC_010410.1,12917802;15817779,2.0,0.5574225883539786,0.7851362590720204,1
2772,ARO:3003692,MexJ,MexJ,resistance-nodulation-cell division (RND) antibiotic efflux pump,disinfecting agents and antiseptics;macrolide antibiotic;tetracycline antibiotic,antibiotic efflux,MexJ,WP_001985623.1,NC_010410.1,12193619,1.0,0.5574225883539786,0.7851362590719897,1
2773,ARO:3003693,MexK,MexK,resistance-nodulation-cell division (RND) antibiotic efflux pump,disinfecting agents and antiseptics;macrolide antibiotic;tetracycline antibiotic,antibiotic efflux,MexK,WP_001985623.1,NC_010410.1,12193619,1.0,0.5574225883539786,0.7851362590719897,1
2774,ARO:3003710,MexL,MexL,resistance-nodulation-cell division (RND) antibiotic efflux pump,disinfecting agents and antiseptics;macrolide antibiotic;tetracycline antibiotic,antibiotic efflux,MexL,WP_001985623.1,NC_010410.1,15855505,1.0,0.5574225883539786,0.7851362590719897,1
2775,ARO:3003704,mexM,mexM,resistance-nodulation-cell division (RND) antibiotic efflux pump,phenicol antibiotic,antibiotic efflux,mexM,WP_001985623.1,NC_010410.1,19713238,1.0,0.5527838914647154,0.81808872479888,1
2776,ARO:3003705,mexN,mexN,resistance-nodulation-cell division (RND) antibiotic efflux pump,phenicol antibiotic,antibiotic efflux,mexN,WP_001985623.1,NC_010410.1,19713238,1.0,0.5527838914647154,0.81808872479888,1
2777,ARO:3003698,mexP,mexP,resistance-nodulation-cell division (RND) antibiotic efflux pump,carbapenem;diaminopyrimidine antibiotic;disinfecting agents and antiseptics;macrolide antibiotic;phenicol antibiotic;tetracycline antibiotic,antibiotic efflux,mexP,WP_001985623.1,NC_010410.1,16301811,1.0,0.5568529606033693,0.7832029491832303,1
2778,ARO:3003699,mexQ,mexQ,resistance-nodulation-cell division (RND) antibiotic efflux pump,carbapenem;diaminopyrimidine antibiotic;disinfecting agents and antiseptics;macrolide antibiotic;phenicol antibiotic;tetracycline antibiotic,antibiotic efflux,mexQ,WP_001985623.1,NC_010410.1,16301811,1.0,0.5568529606033693,0.7832029491832303,1
2779,ARO:3000506,mexR,MexR,resistance-nodulation-cell division (RND) antibiotic efflux pump,aminocoumarin antibiotic;carbapenem;cephalosporin;diaminopyrimidine antibiotic;fluoroquinolone antibiotic;macrolide antibiotic;monobactam;penicillin beta-lactam;peptide antibiotic;phenicol antibiotic;sulfonamide antibiotic;tetracycline antibiotic,antibiotic efflux;antibiotic target alteration,MexR,WP_001985623.1,NC_010410.1,12727072;14526032;18812515;20616806,4.0,0.40030668627956545,0.212123109427338,2
2780,ARO:3000813,MexS,MexS,resistance-nodulation-cell division (RND) antibiotic efflux pump,diaminopyrimidine antibiotic;fluoroquinolone antibiotic;phenicol antibiotic,antibiotic efflux,MexS,WP_001985623.1,NC_010410.1,26833155;11040437;15687188,3.0,0.559138485477615,0.7909938838690813,1
2781,ARO:3000814,MexT,MexT,resistance-nodulation-cell division (RND) antibiotic efflux pump,diaminopyrimidine antibiotic;fluoroquinolone antibiotic;phenicol antibiotic,antibiotic efflux,MexT,WP_001985623.1,NC_010410.1,26833155;11040437;10515918,3.0,0.559138485477615,0.7909938838690813,1
2782,ARO:3003030,MexV,MexV,resistance-nodulation-cell division (RND) antibiotic efflux pump,disinfecting agents and antiseptics;fluoroquinolone antibiotic;macrolide antibiotic;phenicol antibiotic;tetracycline antibiotic,antibiotic efflux,MexV,WP_001985623.1,NC_010410.1,12951344,1.0,0.5562844958646226,0.781279137050285,1
2783,ARO:3003031,MexW,MexW,resistance-nodulation-cell division (RND) antibiotic efflux pump,disinfecting agents and antiseptics;fluoroquinolone antibiotic;macrolide antibiotic;phenicol antibiotic;tetracycline antibiotic,antibiotic efflux,MexW,WP_001985623.1,NC_010410.1,12951344,1.0,0.5562844958646226,0.781279137050285,1
2784,ARO:3003034,mexX,mexX,resistance-nodulation-cell division (RND) antibiotic efflux pump,aminoglycoside antibiotic;carbapenem;cephalosporin;disinfecting agents and antiseptics;fluoroquinolone antibiotic;macrolide antibiotic;penicillin beta-lactam;phenicol antibiotic;tetracycline antibiotic,antibiotic efflux,mexX,WP_001985623.1,NC_010410.1,9925549,1.0,0.5568529606033693,0.7832029491832332,1
2785,ARO:3003033,mexY,mexY,resistance-nodulation-cell division (RND) antibiotic efflux pump,aminoglycoside antibiotic;carbapenem;cephalosporin;disinfecting agents and antiseptics;fluoroquinolone antibiotic;macrolide antibiotic;penicillin beta-lactam;phenicol antibiotic;tetracycline antibiotic,antibiotic efflux,mexY,WP_001985623.1,NC_010410.1,9925549,1.0,0.5568529606033693,0.7832029491832332,1
2786,ARO:3003709,MexZ,MexZ,resistance-nodulation-cell division (RND) antibiotic efflux pump,aminoglycoside antibiotic;carbapenem;cephalosporin;disinfecting agents and antiseptics;fluoroquinolone antibiotic;macrolide antibiotic;penicillin beta-lactam;phenicol antibiotic;tetracycline antibiotic,antibiotic efflux,MexZ,WP_001985623.1,NC_010410.1,15336398,1.0,0.5568529606033693,0.7832029491832332,1
2787,ARO:3003844,mfd,mfd,quinolone resistance protein (qnr),fluoroquinolone antibiotic,antibiotic target protection,mfd,NP_415632.1,NC_000913.3,17239578;18535657,2.0,0.5666770910286651,0.5992527356831601,2
2788,ARO:3003035,mfpA,mfpA,quinolone resistance protein (qnr),fluoroquinolone antibiotic,antibiotic target protection,mfpA,NP_415632.1,NC_000913.3,15933203,1.0,0.5666770910286651,0.5992527356831601,2
2789,ARO:3000815,mgrA,mgrA,ATP-binding cassette (ABC) antibiotic efflux pump;major facilitator superfamily (MFS) antibiotic efflux pump,cephalosporin;disinfecting agents and antiseptics;fluoroquinolone antibiotic;penicillin beta-lactam;peptide antibiotic;tetracycline antibiotic,antibiotic efflux,mgrA,BAB41874.1,BA000018.3,12730173;15774883,2.0,0.5557171905795806,0.7793647528552626,1
2790,ARO:3003820,mgrB,mgrB,transmembrane protein conferring colistin resistance,peptide antibiotic,resistance by absence,mgrB,NP_416340.1,NC_000913.3,25190723,1.0,0.4865906640881958,0.06630567938382087,2
2791,ARO:3000462,mgtA,mgtA,mgt macrolide glycotransferase,macrolide antibiotic,antibiotic inactivation,mgtA,ABA28305.2,DQ185434.2,1605601;1612452,2.0,-0.4141881113243527,0.007194190753004167,0
2792,ARO:3002166,MIR-1,MIR-1,MIR beta-lactamase,cephalosporin;monobactam,antibiotic inactivation,MIR-1,AAD22636.1,M37839.2,1963529,1.0,-0.4208786245449036,-0.03351312310479428,0
2807,ARO:3004745,MIR-23,MIR-23,MIR beta-lactamase,cephalosporin;monobactam,antibiotic inactivation,MIR-23,AAD22636.1,M37839.2,25022578,1.0,-0.4208786245449036,-0.03351312310479428,0
2819,ARO:3002167,MIR-4,MIR-4,MIR beta-lactamase,cephalosporin;monobactam,antibiotic inactivation,MIR-4,AAD22636.1,M37839.2,18781358,1.0,-0.4208786245449036,-0.03351312310479428,0
2824,ARO:3005042,mlaD,mlaD,ATP-binding cassette (ABC) antibiotic efflux pump,glycopeptide antibiotic;oxazolidinone antibiotic,antibiotic efflux,mlaD,XP_753111.1,XM_748018.1,31871033,1.0,0.5562844958646226,0.7812791370502853,1
2825,ARO:3005041,mlaF,mlaF,ATP-binding cassette (ABC) antibiotic efflux pump,glycopeptide antibiotic;oxazolidinone antibiotic,antibiotic efflux,mlaF,XP_753111.1,XM_748018.1,31871033,1.0,0.5562844958646226,0.7812791370502853,1
2828,ARO:3004138,Moraxella catarrhalis 23S rRNA with mutation conferring resistance to macrolide antibiotics,Moraxella catarrhalis 23S rRNA with mutation conferring resistance to macrolide antibiotics,23S rRNA with mutation conferring resistance to macrolide antibiotics,glycopeptide antibiotic;lincosamide antibiotic;macrolide antibiotic;phenicol antibiotic;pleuromutilin antibiotic;streptogramin A antibiotic;streptogramin B antibiotic;streptogramin antibiotic,antibiotic target alteration,Mcat_23S_MAC,,NZ_CP015910.2,25923017,1.0,0.886287936970919,-0.5145976324204639,3
2829,ARO:3004124,Moraxella catarrhalis M35,Moraxella catarrhalis M35,General Bacterial Porin with reduced permeability to beta-lactams,carbapenem;cephalosporin;monobactam;penicillin beta-lactam,reduced permeability to antibiotic;resistance by absence,Mcat_M35_AMX,AAP82271.1,AY312416.1,16159786;20801781,2.0,0.39324586292856595,0.18302430267405026,2
2830,ARO:3003306,Morganella morganii gyrB conferring resistance to fluoroquinolones,Morganella morganii gyrB conferring resistance to fluoroquinolones,fluoroquinolone resistant gyrB,aminocoumarin antibiotic;fluoroquinolone antibiotic,antibiotic target alteration,Mmor_gyrB_FLO,ADK13120.1,CP001666.1,25106550,1.0,0.8662603417105941,-0.4863735791470139,3
2831,ARO:3002182,MOX-1,MOX-1,MOX beta-lactamase,cephalosporin;penicillin beta-lactam,antibiotic inactivation,MOX-1,BAA02563.2,D13304.2,8112596,1.0,-0.5510226466490608,-0.07916658454818741,0
2842,ARO:3002183,MOX-2,MOX-2,MOX beta-lactamase,cephalosporin;penicillin beta-lactam,antibiotic inactivation,MOX-2,BAA02563.2,D13304.2,12069985,1.0,-0.5510226466490608,-0.07916658454818741,0
2850,ARO:3002184,MOX-4,MOX-4,MOX beta-lactamase,cephalosporin;penicillin beta-lactam,antibiotic inactivation,MOX-4,BAA02563.2,D13304.2,20339022,1.0,-0.5510226466490608,-0.07916658454818741,0
2852,ARO:3002185,MOX-6,MOX-6,MOX beta-lactamase,cephalosporin;penicillin beta-lactam,antibiotic inactivation,MOX-6,BAA02563.2,D13304.2,21968366,1.0,-0.5510226466490608,-0.07916658454818741,0
2855,ARO:3002191,MOX-9,MOX-9,MOX beta-lactamase,cephalosporin;penicillin beta-lactam,antibiotic inactivation,MOX-9,BAA02563.2,D13304.2,26126492,1.0,-0.5510226466490608,-0.07916658454818741,0
2856,ARO:3000316,mphA,mphA,macrolide phosphotransferase (MPH),macrolide antibiotic,antibiotic inactivation,mphA,BAA03776.1,D16251.1,29317655;17302923;8619599;20231391,4.0,-0.4141881113243527,0.007194190753004167,0
2857,ARO:3000318,mphB,mphB,macrolide phosphotransferase (MPH),macrolide antibiotic,antibiotic inactivation,mphB,BAA03776.1,D16251.1,29317655;9503630;17302923;8900063;1330822,5.0,-0.4141881113243527,0.007194190753004167,0
2858,ARO:3000319,mphC,mphC,macrolide phosphotransferase (MPH),macrolide antibiotic,antibiotic inactivation,mphC,BAA03776.1,D16251.1,29317655;17302923;12670694,3.0,-0.4141881113243527,0.007194190753004167,0
2859,ARO:3003741,mphE,mphE,macrolide phosphotransferase (MPH),macrolide antibiotic,antibiotic inactivation,mphE,BAA03776.1,D16251.1,29317655;17261525,2.0,-0.4141881113243527,0.007194190753004167,0
2860,ARO:3003071,mphF,mphF,macrolide phosphotransferase (MPH),macrolide antibiotic,antibiotic inactivation,mphF,BAA03776.1,D16251.1,17101677;29317655,2.0,-0.4141881113243527,0.007194190753004167,0
2861,ARO:3003742,mphG,mphG,macrolide phosphotransferase (MPH),macrolide antibiotic,antibiotic inactivation,mphG,BAA03776.1,D16251.1,25765542;29317655,2.0,-0.4141881113243527,0.007194190753004167,0
2862,ARO:3004539,mphH,mphH,macrolide phosphotransferase (MPH),macrolide antibiotic,antibiotic inactivation,mphH,BAA03776.1,D16251.1,29317655;22509370,2.0,-0.4141881113243527,0.007194190753004167,0
2863,ARO:3003991,mphI,mphI,macrolide phosphotransferase (MPH),macrolide antibiotic,antibiotic inactivation,mphI,BAA03776.1,D16251.1,29317655;27929110,2.0,-0.4141881113243527,0.007194190753004167,0
