,ARO Accession,Model Name,ARO Name,AMR Gene Family,Drug Class,Resistance Mechanism,CARD Short Name,Protein Accession,DNA Accession
3164,ARO:3002422,OKP-A-5,OKP-A-5,OKP beta-lactamase,cephalosporin;penicillin beta-lactam,antibiotic inactivation,OKP-A-5,CAG25812.2,AJ635401.2
3165,ARO:3002423,OKP-A-6,OKP-A-6,OKP beta-lactamase,cephalosporin;penicillin beta-lactam,antibiotic inactivation,OKP-A-6,CAG25812.2,AJ635401.2
3166,ARO:3002424,OKP-A-7,OKP-A-7,OKP beta-lactamase,cephalosporin;penicillin beta-lactam,antibiotic inactivation,OKP-A-7,CAG25812.2,AJ635401.2
3167,ARO:3002425,OKP-A-8,OKP-A-8,OKP beta-lactamase,cephalosporin;penicillin beta-lactam,antibiotic inactivation,OKP-A-8,CAG25812.2,AJ635401.2
3168,ARO:3002426,OKP-A-9,OKP-A-9,OKP beta-lactamase,cephalosporin;penicillin beta-lactam,antibiotic inactivation,OKP-A-9,CAG25812.2,AJ635401.2
3169,ARO:3002434,OKP-B-1,OKP-B-1,OKP beta-lactamase,cephalosporin;penicillin beta-lactam,antibiotic inactivation,OKP-B-1,CAG25812.2,AJ635401.2
3170,ARO:3002443,OKP-B-10,OKP-B-10,OKP beta-lactamase,cephalosporin;penicillin beta-lactam,antibiotic inactivation,OKP-B-10,CAG25812.2,AJ635401.2
3171,ARO:3002444,OKP-B-11,OKP-B-11,OKP beta-lactamase,cephalosporin;penicillin beta-lactam,antibiotic inactivation,OKP-B-11,CAG25812.2,AJ635401.2
3172,ARO:3002445,OKP-B-12,OKP-B-12,OKP beta-lactamase,cephalosporin;penicillin beta-lactam,antibiotic inactivation,OKP-B-12,CAG25812.2,AJ635401.2
3173,ARO:3002446,OKP-B-13,OKP-B-13,OKP beta-lactamase,cephalosporin;penicillin beta-lactam,antibiotic inactivation,OKP-B-13,CAG25812.2,AJ635401.2
3174,ARO:3002447,OKP-B-14,OKP-B-14,OKP beta-lactamase,cephalosporin;penicillin beta-lactam,antibiotic inactivation,OKP-B-14,CAG25812.2,AJ635401.2
3175,ARO:3006142,OKP-B-16,OKP-B-16,OKP beta-lactamase,cephalosporin;penicillin beta-lactam,antibiotic inactivation,OKP-B-16,CAG25812.2,AJ635401.2
3176,ARO:3002450,OKP-B-17,OKP-B-17,OKP beta-lactamase,cephalosporin;penicillin beta-lactam,antibiotic inactivation,OKP-B-17,CAG25812.2,AJ635401.2
3177,ARO:3002451,OKP-B-18,OKP-B-18,OKP beta-lactamase,cephalosporin;penicillin beta-lactam,antibiotic inactivation,OKP-B-18,CAG25812.2,AJ635401.2
3178,ARO:3002452,OKP-B-19,OKP-B-19,OKP beta-lactamase,cephalosporin;penicillin beta-lactam,antibiotic inactivation,OKP-B-19,CAG25812.2,AJ635401.2
3179,ARO:3002435,OKP-B-2,OKP-B-2,OKP beta-lactamase,cephalosporin;penicillin beta-lactam,antibiotic inactivation,OKP-B-2,CAG25812.2,AJ635401.2
3180,ARO:3002453,OKP-B-20,OKP-B-20,OKP beta-lactamase,cephalosporin;penicillin beta-lactam,antibiotic inactivation,OKP-B-20,CAG25812.2,AJ635401.2
3181,ARO:3006143,OKP-B-21,OKP-B-21,OKP beta-lactamase,cephalosporin;penicillin beta-lactam,antibiotic inactivation,OKP-B-21,CAG25812.2,AJ635401.2
3182,ARO:3006144,OKP-B-22,OKP-B-22,OKP beta-lactamase,cephalosporin;penicillin beta-lactam,antibiotic inactivation,OKP-B-22,CAG25812.2,AJ635401.2
3183,ARO:3006145,OKP-B-23,OKP-B-23,OKP beta-lactamase,cephalosporin;penicillin beta-lactam,antibiotic inactivation,OKP-B-23,CAG25812.2,AJ635401.2
3184,ARO:3006146,OKP-B-24,OKP-B-24,OKP beta-lactamase,cephalosporin;penicillin beta-lactam,antibiotic inactivation,OKP-B-24,CAG25812.2,AJ635401.2
3185,ARO:3002436,OKP-B-3,OKP-B-3,OKP beta-lactamase,cephalosporin;penicillin beta-lactam,antibiotic inactivation,OKP-B-3,CAG25812.2,AJ635401.2
3186,ARO:3006147,OKP-B-34,OKP-B-34,OKP beta-lactamase,cephalosporin;penicillin beta-lactam,antibiotic inactivation,OKP-B-34,CAG25812.2,AJ635401.2
3187,ARO:3006148,OKP-B-36,OKP-B-36,OKP beta-lactamase,cephalosporin;penicillin beta-lactam,antibiotic inactivation,OKP-B-36,CAG25812.2,AJ635401.2
3188,ARO:3002437,OKP-B-4,OKP-B-4,OKP beta-lactamase,cephalosporin;penicillin beta-lactam,antibiotic inactivation,OKP-B-4,CAG25812.2,AJ635401.2
3189,ARO:3006149,OKP-B-40,OKP-B-40,OKP beta-lactamase,cephalosporin;penicillin beta-lactam,antibiotic inactivation,OKP-B-40,CAG25812.2,AJ635401.2
3190,ARO:3006150,OKP-B-41,OKP-B-41,OKP beta-lactamase,cephalosporin;penicillin beta-lactam,antibiotic inactivation,OKP-B-41,CAG25812.2,AJ635401.2
3191,ARO:3006151,OKP-B-45,OKP-B-45,OKP beta-lactamase,cephalosporin;penicillin beta-lactam,antibiotic inactivation,OKP-B-45,CAG25812.2,AJ635401.2
3192,ARO:3002438,OKP-B-5,OKP-B-5,OKP beta-lactamase,cephalosporin;penicillin beta-lactam,antibiotic inactivation,OKP-B-5,CAG25812.2,AJ635401.2
3193,ARO:3002439,OKP-B-6,OKP-B-6,OKP beta-lactamase,cephalosporin;penicillin beta-lactam,antibiotic inactivation,OKP-B-6,CAG25812.2,AJ635401.2
3194,ARO:3002440,OKP-B-7,OKP-B-7,OKP beta-lactamase,cephalosporin;penicillin beta-lactam,antibiotic inactivation,OKP-B-7,CAG25812.2,AJ635401.2
3195,ARO:3002441,OKP-B-8,OKP-B-8,OKP beta-lactamase,cephalosporin;penicillin beta-lactam,antibiotic inactivation,OKP-B-8,CAG25812.2,AJ635401.2
3196,ARO:3002442,OKP-B-9,OKP-B-9,OKP beta-lactamase,cephalosporin;penicillin beta-lactam,antibiotic inactivation,OKP-B-9,CAG25812.2,AJ635401.2
3197,ARO:3006152,OKP-C-1,OKP-C-1,OKP beta-lactamase,cephalosporin;penicillin beta-lactam,antibiotic inactivation,OKP-C-1,CAG25812.2,AJ635401.2
3198,ARO:3006153,OKP-D-1,OKP-D-1,OKP beta-lactamase,cephalosporin;penicillin beta-lactam,antibiotic inactivation,OKP-D-1,CAG25812.2,AJ635401.2
3199,ARO:3003036,oleB,oleB,Miscellaneous ABC-F subfamily ATP-binding cassette ribosomal protection proteins,macrolide antibiotic,antibiotic target protection,oleB,AAC32027.1,M80346.1
3200,ARO:3003748,oleC,oleC,ATP-binding cassette (ABC) antibiotic efflux pump,macrolide antibiotic,antibiotic efflux,oleC,XP_753111.1,XM_748018.1
3201,ARO:3000865,oleD,oleD,ole glycosyltransferase,macrolide antibiotic,antibiotic inactivation,oleD,ABA42119.2,DQ195536.2
3202,ARO:3000866,oleI,oleI,ole glycosyltransferase,macrolide antibiotic,antibiotic inactivation,oleI,ABA42119.2,DQ195536.2
3203,ARO:3005044,OmpA,OmpA,General Bacterial Porin with reduced permeability to peptide antibiotics,peptide antibiotic,reduced permeability to antibiotic,OmpA,CDO13836.1,FO834906.1
3204,ARO:3003037,opcM,opcM,resistance-nodulation-cell division (RND) antibiotic efflux pump,aminoglycoside antibiotic;fluoroquinolone antibiotic,antibiotic efflux,opcM,WP_001985623.1,NC_010410.1
3205,ARO:3004072,OpmB,OpmB,resistance-nodulation-cell division (RND) antibiotic efflux pump,aminocoumarin antibiotic;macrolide antibiotic;monobactam;tetracycline antibiotic,antibiotic efflux,OpmB,WP_001985623.1,NC_010410.1
3206,ARO:3000809,OpmD,OpmD,resistance-nodulation-cell division (RND) antibiotic efflux pump,disinfecting agents and antiseptics;fluoroquinolone antibiotic;tetracycline antibiotic,antibiotic efflux,OpmD,WP_001985623.1,NC_010410.1
3207,ARO:3003700,opmE,opmE,resistance-nodulation-cell division (RND) antibiotic efflux pump,carbapenem;diaminopyrimidine antibiotic;disinfecting agents and antiseptics;macrolide antibiotic;phenicol antibiotic;tetracycline antibiotic,antibiotic efflux,opmE,WP_001985623.1,NC_010410.1
3208,ARO:3003682,OpmH,OpmH,resistance-nodulation-cell division (RND) antibiotic efflux pump,disinfecting agents and antiseptics,antibiotic efflux,OpmH,WP_001985623.1,NC_010410.1
3209,ARO:3003039,OprA,OprA,resistance-nodulation-cell division (RND) antibiotic efflux pump,aminoglycoside antibiotic;carbapenem;fluoroquinolone antibiotic;macrolide antibiotic;tetracycline antibiotic,antibiotic efflux,OprA,WP_001985623.1,NC_010410.1
3210,ARO:3000802,OprJ,OprJ,resistance-nodulation-cell division (RND) antibiotic efflux pump,aminocoumarin antibiotic;aminoglycoside antibiotic;cephalosporin;diaminopyrimidine antibiotic;fluoroquinolone antibiotic;macrolide antibiotic;penicillin beta-lactam;phenicol antibiotic;tetracycline antibiotic,antibiotic efflux,OprJ,WP_001985623.1,NC_010410.1
3211,ARO:3000379,OprM,OprM,resistance-nodulation-cell division (RND) antibiotic efflux pump,aminocoumarin antibiotic;aminoglycoside antibiotic;carbapenem;cephalosporin;diaminopyrimidine antibiotic;disinfecting agents and antiseptics;fluoroquinolone antibiotic;macrolide antibiotic;monobactam;penicillin beta-lactam;peptide antibiotic;phenicol antibiotic;sulfonamide antibiotic;tetracycline antibiotic,antibiotic efflux,OprM,WP_001985623.1,NC_010410.1
3212,ARO:3000805,OprN,OprN,resistance-nodulation-cell division (RND) antibiotic efflux pump,diaminopyrimidine antibiotic;fluoroquinolone antibiotic;phenicol antibiotic,antibiotic efflux,OprN,WP_001985623.1,NC_010410.1
3213,ARO:3004142,OprZ,OprZ,resistance-nodulation-cell division (RND) antibiotic efflux pump,aminoglycoside antibiotic;cephalosporin;fluoroquinolone antibiotic;macrolide antibiotic,antibiotic efflux,OprZ,WP_001985623.1,NC_010410.1
3214,ARO:3003746,optrA,optrA,Miscellaneous ABC-F subfamily ATP-binding cassette ribosomal protection proteins,oxazolidinone antibiotic;phenicol antibiotic,antibiotic target protection,optrA,AAC32027.1,M80346.1
3215,ARO:3003922,oqxA,oqxA,resistance-nodulation-cell division (RND) antibiotic efflux pump,diaminopyrimidine antibiotic;fluoroquinolone antibiotic;glycylcycline;nitrofuran antibiotic;tetracycline antibiotic,antibiotic efflux,oqxA,WP_001985623.1,NC_010410.1
3216,ARO:3003923,oqxB,oqxB,resistance-nodulation-cell division (RND) antibiotic efflux pump,diaminopyrimidine antibiotic;fluoroquinolone antibiotic;glycylcycline;nitrofuran antibiotic;tetracycline antibiotic,antibiotic efflux,oqxB,WP_001985623.1,NC_010410.1
3217,ARO:3006957,ORN-1,ORN-1,ORN beta-lactamase,carbapenem;cephalosporin,antibiotic inactivation,ORN-1,WP_004862397.1,NG_049386.1
3218,ARO:3006958,ORN-2,ORN-2,ORN beta-lactamase,carbapenem;cephalosporin,antibiotic inactivation,ORN-2,WP_004862397.1,NG_049386.1
3219,ARO:3006959,ORN-3,ORN-3,ORN beta-lactamase,carbapenem;cephalosporin,antibiotic inactivation,ORN-3,WP_004862397.1,NG_049386.1
3220,ARO:3006960,ORN-4,ORN-4,ORN beta-lactamase,carbapenem;cephalosporin,antibiotic inactivation,ORN-4,WP_004862397.1,NG_049386.1
3221,ARO:3006961,ORN-5,ORN-5,ORN beta-lactamase,carbapenem;cephalosporin,antibiotic inactivation,ORN-5,WP_004862397.1,NG_049386.1
3222,ARO:3006962,ORN-6,ORN-6,ORN beta-lactamase,carbapenem;cephalosporin,antibiotic inactivation,ORN-6,WP_004862397.1,NG_049386.1
3223,ARO:3006963,ORR-1,ORR-1,ORR beta-lactamase,carbapenem,antibiotic inactivation,ORR-1,WP_109545042.1,NG_059317.1
3224,ARO:3002892,otr(B),otr(B),major facilitator superfamily (MFS) antibiotic efflux pump,tetracycline antibiotic,antibiotic efflux,otr(B),AMD83542.1,KT852971.1
3225,ARO:3002894,otr(C),otr(C),ATP-binding cassette (ABC) antibiotic efflux pump,tetracycline antibiotic,antibiotic efflux,otr(C),XP_753111.1,XM_748018.1
3226,ARO:3001396,OXA-1,OXA-1,OXA beta-lactamase;OXA-1-like beta-lactamase,cephalosporin;penicillin beta-lactam,antibiotic inactivation,OXA-1,AFB82783.1,JN420336.1
3227,ARO:3001405,OXA-10,OXA-10,OXA beta-lactamase;OXA-10-like beta-lactamase,cephalosporin;penicillin beta-lactam,antibiotic inactivation,OXA-10,AAG45720.1,AF205943.1
3228,ARO:3001438,OXA-100,OXA-100,OXA beta-lactamase;OXA-51-like beta-lactamase,carbapenem;penicillin beta-lactam,antibiotic inactivation,OXA-100,CAJ77817.2,AM231720.2
3229,ARO:3008421,OXA-1000,OXA-1000,OXA beta-lactamase;OXA-213-like beta-lactamase,carbapenem;penicillin beta-lactam,antibiotic inactivation,OXA-1000,QWA20199.1,MZ265752.1
3230,ARO:3008422,OXA-1001,OXA-1001,OXA beta-lactamase;OXA-229-like beta-lactamase,carbapenem;penicillin beta-lactam,antibiotic inactivation,OXA-1001,QWA20201.1,MZ265754.1
3231,ARO:3008423,OXA-1002,OXA-1002,OXA beta-lactamase;OXA-213-like beta-lactamase,carbapenem;penicillin beta-lactam,antibiotic inactivation,OXA-1002,QWA20199.1,MZ265752.1
3232,ARO:3008424,OXA-1003,OXA-1003,OXA beta-lactamase;OXA-213-like beta-lactamase,carbapenem;penicillin beta-lactam,antibiotic inactivation,OXA-1003,QWA20199.1,MZ265752.1
3233,ARO:3008425,OXA-1004,OXA-1004,OXA beta-lactamase;OXA-294-like beta-lactamase,penicillin beta-lactam,antibiotic inactivation,OXA-1004,QWA20204.1,MZ265757.1
3234,ARO:3008426,OXA-1005,OXA-1005,OXA beta-lactamase;OXA-134-like beta-lactamase,carbapenem;penicillin beta-lactam,antibiotic inactivation,OXA-1005,QWA20205.1,MZ265758.1
3235,ARO:3008427,OXA-1006,OXA-1006,OXA beta-lactamase,penicillin beta-lactam,antibiotic inactivation,OXA-1006,QWA20206.1,MZ265759.1
3236,ARO:3008428,OXA-1007,OXA-1007,OXA beta-lactamase;OXA-213-like beta-lactamase,carbapenem;penicillin beta-lactam,antibiotic inactivation,OXA-1007,QWA20199.1,MZ265752.1
3237,ARO:3008429,OXA-1008,OXA-1008,OXA beta-lactamase;OXA-213-like beta-lactamase,carbapenem;penicillin beta-lactam,antibiotic inactivation,OXA-1008,QWA20199.1,MZ265752.1
3238,ARO:3008430,OXA-1009,OXA-1009,OXA beta-lactamase;OXA-213-like beta-lactamase,carbapenem;penicillin beta-lactam,antibiotic inactivation,OXA-1009,QWA20199.1,MZ265752.1
3239,ARO:3001439,OXA-101,OXA-101,OXA beta-lactamase;OXA-10-like beta-lactamase,cephalosporin;penicillin beta-lactam,antibiotic inactivation,OXA-101,AAG45720.1,AF205943.1
3240,ARO:3008431,OXA-1010,OXA-1010,OXA beta-lactamase;OXA-213-like beta-lactamase,carbapenem;penicillin beta-lactam,antibiotic inactivation,OXA-1010,QWA20199.1,MZ265752.1
3241,ARO:3008432,OXA-1011,OXA-1011,OXA beta-lactamase,penicillin beta-lactam,antibiotic inactivation,OXA-1011,QWA20206.1,MZ265759.1
3242,ARO:3008433,OXA-1012,OXA-1012,OXA beta-lactamase;OXA-48-like beta-lactamase,carbapenem;penicillin beta-lactam,antibiotic inactivation,OXA-1012,QWQ82939.1,MZ368699.1
3243,ARO:3008434,OXA-1013,OXA-1013,OXA beta-lactamase;OXA-51-like beta-lactamase,carbapenem;penicillin beta-lactam,antibiotic inactivation,OXA-1013,CAJ77817.2,AM231720.2
3244,ARO:3008435,OXA-1014,OXA-1014,OXA beta-lactamase;OXA-50-like beta-lactamase,penicillin beta-lactam,antibiotic inactivation,OXA-1014,QWY90351.1,MZ449317.1
3245,ARO:3008436,OXA-1015,OXA-1015,OXA beta-lactamase;OXA-10-like beta-lactamase,cephalosporin;penicillin beta-lactam,antibiotic inactivation,OXA-1015,AAG45720.1,AF205943.1
3246,ARO:3008437,OXA-1016,OXA-1016,OXA beta-lactamase;OXA-372-like beta-lactamase,carbapenem;penicillin beta-lactam,antibiotic inactivation,OXA-1016,QWY90353.1,MZ449319.1
3247,ARO:3008438,OXA-1017,OXA-1017,OXA beta-lactamase;OXA-2-like beta-lactamase,cephalosporin;penicillin beta-lactam,antibiotic inactivation,OXA-1017,QXJ78545.1,MZ497412.1
3248,ARO:3008439,OXA-1018,OXA-1018,OXA beta-lactamase;OXA-50-like beta-lactamase,penicillin beta-lactam,antibiotic inactivation,OXA-1018,QWY90351.1,MZ449317.1
3249,ARO:3008440,OXA-1019,OXA-1019,OXA beta-lactamase;OXA-50-like beta-lactamase,penicillin beta-lactam,antibiotic inactivation,OXA-1019,QWY90351.1,MZ449317.1
3250,ARO:3008441,OXA-1020,OXA-1020,OXA beta-lactamase;OXA-50-like beta-lactamase,penicillin beta-lactam,antibiotic inactivation,OXA-1020,QWY90351.1,MZ449317.1
3251,ARO:3008442,OXA-1021,OXA-1021,OXA beta-lactamase;OXA-50-like beta-lactamase,penicillin beta-lactam,antibiotic inactivation,OXA-1021,QWY90351.1,MZ449317.1
3252,ARO:3008443,OXA-1022,OXA-1022,OXA beta-lactamase;OXA-50-like beta-lactamase,penicillin beta-lactam,antibiotic inactivation,OXA-1022,QWY90351.1,MZ449317.1
3253,ARO:3008444,OXA-1023,OXA-1023,OXA beta-lactamase;OXA-50-like beta-lactamase,penicillin beta-lactam,antibiotic inactivation,OXA-1023,QWY90351.1,MZ449317.1
3254,ARO:3008445,OXA-1024,OXA-1024,OXA beta-lactamase;OXA-50-like beta-lactamase,penicillin beta-lactam,antibiotic inactivation,OXA-1024,QWY90351.1,MZ449317.1
3255,ARO:3008446,OXA-1025,OXA-1025,OXA beta-lactamase;OXA-50-like beta-lactamase,penicillin beta-lactam,antibiotic inactivation,OXA-1025,QWY90351.1,MZ449317.1
3256,ARO:3008447,OXA-1026,OXA-1026,OXA beta-lactamase;OXA-50-like beta-lactamase,penicillin beta-lactam,antibiotic inactivation,OXA-1026,QWY90351.1,MZ449317.1
3257,ARO:3008448,OXA-1027,OXA-1027,OXA beta-lactamase;OXA-50-like beta-lactamase,penicillin beta-lactam,antibiotic inactivation,OXA-1027,QWY90351.1,MZ449317.1
3258,ARO:3008449,OXA-1028,OXA-1028,OXA beta-lactamase;OXA-50-like beta-lactamase,penicillin beta-lactam,antibiotic inactivation,OXA-1028,QWY90351.1,MZ449317.1
3259,ARO:3008450,OXA-1029,OXA-1029,OXA beta-lactamase;OXA-50-like beta-lactamase,penicillin beta-lactam,antibiotic inactivation,OXA-1029,QWY90351.1,MZ449317.1
3260,ARO:3001707,OXA-103,OXA-103,OXA beta-lactamase;OXA-23-like beta-lactamase,carbapenem;penicillin beta-lactam,antibiotic inactivation,OXA-103,ENV88740.1,APQF01000011.1
3261,ARO:3008451,OXA-1030,OXA-1030,OXA beta-lactamase;OXA-50-like beta-lactamase,penicillin beta-lactam,antibiotic inactivation,OXA-1030,QWY90351.1,MZ449317.1
3262,ARO:3008452,OXA-1031,OXA-1031,OXA beta-lactamase;OXA-50-like beta-lactamase,penicillin beta-lactam,antibiotic inactivation,OXA-1031,QWY90351.1,MZ449317.1
3263,ARO:3008453,OXA-1032,OXA-1032,OXA beta-lactamase;OXA-50-like beta-lactamase,penicillin beta-lactam,antibiotic inactivation,OXA-1032,QWY90351.1,MZ449317.1
3264,ARO:3008454,OXA-1033,OXA-1033,OXA beta-lactamase;OXA-50-like beta-lactamase,penicillin beta-lactam,antibiotic inactivation,OXA-1033,QWY90351.1,MZ449317.1
3265,ARO:3008455,OXA-1034,OXA-1034,OXA beta-lactamase;OXA-50-like beta-lactamase,penicillin beta-lactam,antibiotic inactivation,OXA-1034,QWY90351.1,MZ449317.1
3266,ARO:3008456,OXA-1035,OXA-1035,OXA beta-lactamase;OXA-50-like beta-lactamase,penicillin beta-lactam,antibiotic inactivation,OXA-1035,QWY90351.1,MZ449317.1
3267,ARO:3008457,OXA-1036,OXA-1036,OXA beta-lactamase,penicillin beta-lactam,antibiotic inactivation,OXA-1036,QWA20206.1,MZ265759.1
3268,ARO:3008458,OXA-1037,OXA-1037,OXA beta-lactamase,penicillin beta-lactam,antibiotic inactivation,OXA-1037,QWA20206.1,MZ265759.1
3269,ARO:3007561,OXA-1038,OXA-1038,OXA beta-lactamase;OXA-48-like beta-lactamase,carbapenem;penicillin beta-lactam,antibiotic inactivation,OXA-1038,QWQ82939.1,MZ368699.1
3270,ARO:3007562,OXA-1039,OXA-1039,OXA beta-lactamase;OXA-48-like beta-lactamase,carbapenem;penicillin beta-lactam,antibiotic inactivation,OXA-1039,QWQ82939.1,MZ368699.1
3271,ARO:3001636,OXA-104,OXA-104,OXA beta-lactamase;OXA-51-like beta-lactamase,carbapenem;penicillin beta-lactam,antibiotic inactivation,OXA-104,CAJ77817.2,AM231720.2
3272,ARO:3008459,OXA-1040,OXA-1040,OXA beta-lactamase;OXA-24-like beta-lactamase,carbapenem;penicillin beta-lactam,antibiotic inactivation,OXA-1040,UBS26085.1,OK271078.1
3273,ARO:3008460,OXA-1041,OXA-1041,OXA beta-lactamase,penicillin beta-lactam,antibiotic inactivation,OXA-1041,QWA20206.1,MZ265759.1
3274,ARO:3008461,OXA-1042,OXA-1042,OXA beta-lactamase;OXA-1-like beta-lactamase,cephalosporin;penicillin beta-lactam,antibiotic inactivation,OXA-1042,AFB82783.1,JN420336.1
3275,ARO:3008462,OXA-1043,OXA-1043,OXA beta-lactamase,penicillin beta-lactam,antibiotic inactivation,OXA-1043,QWA20206.1,MZ265759.1
3276,ARO:3008463,OXA-1044,OXA-1044,OXA beta-lactamase;OXA-211-like beta-lactamase,carbapenem;penicillin beta-lactam,antibiotic inactivation,OXA-1044,UGY75799.1,OL809969.1
3277,ARO:3008464,OXA-1045,OXA-1045,OXA beta-lactamase;OXA-213-like beta-lactamase,carbapenem;penicillin beta-lactam,antibiotic inactivation,OXA-1045,QWA20199.1,MZ265752.1
3278,ARO:3008465,OXA-1046,OXA-1046,OXA beta-lactamase;OXA-10-like beta-lactamase,cephalosporin;penicillin beta-lactam,antibiotic inactivation,OXA-1046,AAG45720.1,AF205943.1
3279,ARO:3008466,OXA-1047,OXA-1047,OXA beta-lactamase;OXA-51-like beta-lactamase,carbapenem;penicillin beta-lactam,antibiotic inactivation,OXA-1047,CAJ77817.2,AM231720.2
3280,ARO:3008467,OXA-1048,OXA-1048,OXA beta-lactamase;OXA-51-like beta-lactamase,carbapenem;penicillin beta-lactam,antibiotic inactivation,OXA-1048,CAJ77817.2,AM231720.2
3281,ARO:3008468,OXA-1049,OXA-1049,OXA beta-lactamase;OXA-2-like beta-lactamase,cephalosporin;penicillin beta-lactam,antibiotic inactivation,OXA-1049,QXJ78545.1,MZ497412.1
3282,ARO:3001708,OXA-105,OXA-105,OXA beta-lactamase,penicillin beta-lactam,antibiotic inactivation,OXA-105,QWA20206.1,MZ265759.1
3283,ARO:3008469,OXA-1050,OXA-1050,OXA beta-lactamase;OXA-213-like beta-lactamase,carbapenem;penicillin beta-lactam,antibiotic inactivation,OXA-1050,QWA20199.1,MZ265752.1
3284,ARO:3008470,OXA-1051,OXA-1051,OXA beta-lactamase;OXA-679-like beta-lactamase,carbapenem;penicillin beta-lactam,antibiotic inactivation,OXA-1051,UHO07590.1,OL901279.1
3285,ARO:3008471,OXA-1052,OXA-1052,OXA beta-lactamase;OXA-229-like beta-lactamase,carbapenem;penicillin beta-lactam,antibiotic inactivation,OXA-1052,QWA20201.1,MZ265754.1
3286,ARO:3008472,OXA-1053,OXA-1053,OXA beta-lactamase;OXA-10-like beta-lactamase,cephalosporin;penicillin beta-lactam,antibiotic inactivation,OXA-1053,AAG45720.1,AF205943.1
3287,ARO:3008473,OXA-1055,OXA-1055,OXA beta-lactamase;OXA-48-like beta-lactamase,carbapenem;penicillin beta-lactam,antibiotic inactivation,OXA-1055,QWQ82939.1,MZ368699.1
3288,ARO:3008474,OXA-1056,OXA-1056,OXA beta-lactamase;OXA-198-like beta-lactamase,carbapenem;penicillin beta-lactam,antibiotic inactivation,OXA-1056,UKC75978.1,OM460738.1
3289,ARO:3008475,OXA-1057,OXA-1057,OXA beta-lactamase;OXA-198-like beta-lactamase,carbapenem;penicillin beta-lactam,antibiotic inactivation,OXA-1057,UKC75978.1,OM460738.1
3290,ARO:3008476,OXA-1058,OXA-1058,OXA beta-lactamase;OXA-51-like beta-lactamase,carbapenem;penicillin beta-lactam,antibiotic inactivation,OXA-1058,CAJ77817.2,AM231720.2
3291,ARO:3008477,OXA-1059,OXA-1059,OXA beta-lactamase;OXA-51-like beta-lactamase,carbapenem;penicillin beta-lactam,antibiotic inactivation,OXA-1059,CAJ77817.2,AM231720.2
3292,ARO:3001637,OXA-106,OXA-106,OXA beta-lactamase;OXA-51-like beta-lactamase,carbapenem;penicillin beta-lactam,antibiotic inactivation,OXA-106,CAJ77817.2,AM231720.2
3293,ARO:3008478,OXA-1060,OXA-1060,OXA beta-lactamase;OXA-51-like beta-lactamase,carbapenem;penicillin beta-lactam,antibiotic inactivation,OXA-1060,CAJ77817.2,AM231720.2
3294,ARO:3008479,OXA-1061,OXA-1061,OXA beta-lactamase;OXA-51-like beta-lactamase,carbapenem;penicillin beta-lactam,antibiotic inactivation,OXA-1061,CAJ77817.2,AM231720.2
3295,ARO:3008480,OXA-1062,OXA-1062,OXA beta-lactamase;OXA-51-like beta-lactamase,carbapenem;penicillin beta-lactam,antibiotic inactivation,OXA-1062,CAJ77817.2,AM231720.2
3296,ARO:3008481,OXA-1063,OXA-1063,OXA beta-lactamase;OXA-51-like beta-lactamase,carbapenem;penicillin beta-lactam,antibiotic inactivation,OXA-1063,CAJ77817.2,AM231720.2
3297,ARO:3008482,OXA-1064,OXA-1064,OXA beta-lactamase;OXA-51-like beta-lactamase,carbapenem;penicillin beta-lactam,antibiotic inactivation,OXA-1064,CAJ77817.2,AM231720.2
3298,ARO:3008483,OXA-1065,OXA-1065,OXA beta-lactamase;OXA-51-like beta-lactamase,carbapenem;penicillin beta-lactam,antibiotic inactivation,OXA-1065,CAJ77817.2,AM231720.2
3299,ARO:3008484,OXA-1066,OXA-1066,OXA beta-lactamase;OXA-51-like beta-lactamase,carbapenem;penicillin beta-lactam,antibiotic inactivation,OXA-1066,CAJ77817.2,AM231720.2
3300,ARO:3008485,OXA-1067,OXA-1067,OXA beta-lactamase;OXA-51-like beta-lactamase,carbapenem;penicillin beta-lactam,antibiotic inactivation,OXA-1067,CAJ77817.2,AM231720.2
3301,ARO:3008486,OXA-1068,OXA-1068,OXA beta-lactamase;OXA-51-like beta-lactamase,carbapenem;penicillin beta-lactam,antibiotic inactivation,OXA-1068,CAJ77817.2,AM231720.2
3302,ARO:3008487,OXA-1069,OXA-1069,OXA beta-lactamase;OXA-51-like beta-lactamase,carbapenem;penicillin beta-lactam,antibiotic inactivation,OXA-1069,CAJ77817.2,AM231720.2
3303,ARO:3001638,OXA-107,OXA-107,OXA beta-lactamase;OXA-51-like beta-lactamase,carbapenem;penicillin beta-lactam,antibiotic inactivation,OXA-107,CAJ77817.2,AM231720.2
3304,ARO:3008488,OXA-1070,OXA-1070,OXA beta-lactamase;OXA-51-like beta-lactamase,carbapenem;penicillin beta-lactam,antibiotic inactivation,OXA-1070,CAJ77817.2,AM231720.2
3305,ARO:3008489,OXA-1071,OXA-1071,OXA beta-lactamase;OXA-51-like beta-lactamase,carbapenem;penicillin beta-lactam,antibiotic inactivation,OXA-1071,CAJ77817.2,AM231720.2
3306,ARO:3008490,OXA-1072,OXA-1072,OXA beta-lactamase;OXA-51-like beta-lactamase,carbapenem;penicillin beta-lactam,antibiotic inactivation,OXA-1072,CAJ77817.2,AM231720.2
